위반구분,위반일시,위반장소,과태료부과일자,데이터기준일자
버스정류장,2024-11-10 14:18,국우동 617-1 부근,2024-11-28,2025-01-01
주정차 금지구역,2024-11-08 10:21,복현동 경대로19길 부근,2024-11-13,2025-01-01
도로모퉁이,2024-11-08 07:14,읍내동 292 부근,2024-11-15,2025-01-01
소화전앞,2024-11-10 21:32,대현동 281-3 부근,2024-11-15,2025-01-01
횡단보도,2024-11-10 15:59,구암동 780-12 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-08 19:52,대현동 277-2 부근,2024-12-06,2025-01-01
보도(인도)위,2024-11-08 17:52,칠성동1가 279-1 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-10 15:24, 동천동 913 부근,2024-11-15,2025-01-01
주정차 금지구역,2024-11-08 14:34,오페라코오롱하늘채 앞,2024-12-09,2025-01-01
주정차 금지구역,2024-11-08 07:01,노원한신더휴 동문,2025-01-13,2025-01-01
도로모퉁이,2024-11-09 04:13,산격동 1269-47 부근,2024-11-15,2025-01-01
횡단보도,2024-11-11 12:44,노원동1가 18-5 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-10 10:46,노원한신더휴 동문,2025-01-13,2025-01-01
보도(인도)위,2024-11-11 10:45,산격동 1499-3 부근,2024-11-21,2025-01-01
주정차 금지구역,2024-11-10 10:08,관천초등학교,2024-11-13,2025-01-01
횡단보도,2024-11-09 02:21, 태전동 191 부근,2025-01-13,2025-01-01
소화전앞,2024-11-08 22:18,동천동 964-5 부근,2024-11-15,2025-01-01
횡단보도,2024-11-11 18:11,고성동3가 145 부근,2024-11-21,2025-01-01
도로모퉁이,2024-11-10 17:44,칠성동2가 2-5 부근,2024-11-15,2025-01-01
횡단보도,2024-11-08 12:41,구암동 775-6 부근,2024-11-15,2025-01-01
소화전앞,2024-11-08 12:17,구암동 780-11 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-10 21:53,칠성동2가 2-5 부근,2024-11-15,2025-01-01
횡단보도,2024-11-09 15:31,산격동 1670 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-10 21:54,칠성동2가 2-5 부근,2025-01-13,2025-01-01
보도(인도)위,2024-11-09 14:34, 산격동 1666 부근,2024-11-15,2025-01-01
횡단보도,2024-11-09 14:55,서변동 1738-10 부근,2024-11-15,2025-01-01
횡단보도,2024-11-09 14:28,동천동 893 부근,2024-11-15,2025-01-01
횡단보도,2024-11-10 15:23,신암동 831-9 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-10 01:45,태전동 1023-10 부근,2025-01-13,2025-01-01
소화전앞,2024-11-08 22:32,침산동 295-3 부근,2024-11-15,2025-01-01
소화전앞,2024-11-08 22:13,침산동 295-3 부근,2025-01-13,2025-01-01
보도(인도)위,2024-11-12 14:24,금호동 807 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-09 14:20,태전동 940-6 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-08 18:45,산격동 1424-48 부근,2024-11-15,2025-01-01
횡단보도,2024-11-09 13:45,침산동 133-40 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-09 13:31,침산동 217-3 부근,2024-11-15,2025-01-01
횡단보도,2024-11-08 17:29,사수동 963 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-12 15:26,구암동 668-14 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-08 17:18,사수동 964 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-08 17:22,사수동 1004 부근,2024-12-04,2025-01-01
소화전앞,2024-11-12 13:40,읍내동 1355 부근,2024-11-21,2025-01-01
횡단보도,2024-11-10 10:38,산격동 산63-7 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-10 01:45,태전동 1023-10 부근,2025-01-13,2025-01-01
보도(인도)위,2024-11-11 12:16,노원동 3가 1049 부근,2024-11-21,2025-01-01
횡단보도,2024-11-10 16:06,산격동 1424-6 부근,2024-11-15,2025-01-01
횡단보도,2024-11-10 08:13,검단동 1128-3 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-08 08:31,복현동 539-146 부근,2024-11-15,2025-01-01
소화전앞,2024-11-09 14:24,동천동 904-1 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-10 20:48,대현동 339-13 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-10 20:48,대현동 339-13 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-08 18:49,복현동 318 부근,2024-11-15,2025-01-01
횡단보도,2024-11-10 14:46,동변동 669-5 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-08 18:52,복현동 318 부근,2025-01-13,2025-01-01
소화전앞,2024-11-09 14:01, 읍내동 1355 부근,2024-11-15,2025-01-01
횡단보도,2024-11-10 14:53,동변동 669-5 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-08 19:43,산격동 1446-2 부근,2025-01-13,2025-01-01
버스정류장,2024-11-10 15:39,산격동 1449-3 부근,2024-11-15,2025-01-01
버스정류장,2024-11-10 15:37,산격동 1449-3 부근,2025-01-13,2025-01-01
소화전앞,2024-11-09 13:58,읍내동 1355 부근,2024-11-15,2025-01-01
횡단보도,2024-11-10 18:54,침산동 265-2 부근,2025-01-13,2025-01-01
소화전앞,2024-11-08 17:52,서변동 1756-7 부근,2024-11-15,2025-01-01
횡단보도,2024-11-10 15:17,산격동 1676  부근,2024-11-15,2025-01-01
횡단보도,2024-11-09 14:00,산격동 1676 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-10 13:46,산격동 1675 부근,2024-11-15,2025-01-01
버스정류장,2024-11-09 13:53,산격동 1581 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-08 16:33,침산동 156-19 부근,2025-01-13,2025-01-01
보도(인도)위,2024-11-09 13:51, 읍내동 508-2 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-10 21:27,구암동 663-9 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-08 12:10,동호동 209-1 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-07 15:15,동호동 209-1 부근,2025-01-13,2025-01-01
횡단보도,2024-11-08 19:48,산격동 1737 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-10 22:42,읍내동 1332 부근,2025-01-13,2025-01-01
소화전앞,2024-11-09 13:38,침산동 133-11 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-10 12:57,매천동 757 부근,2024-11-15,2025-01-01
횡단보도,2024-11-10 14:42,동천동 904-4 부근,2025-01-13,2025-01-01
소화전앞,2024-11-09 13:38, 침산동 133-11 부근,2024-11-15,2025-01-01
횡단보도,2024-11-10 14:40,동천동 904-4 부근,2024-11-15,2025-01-01
횡단보도,2024-11-09 16:01,산격동 1729 부근,2024-11-15,2025-01-01
횡단보도,2024-11-09 16:00,산격동 1685 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-09 15:57, 산격동 1667 부근 ,2024-11-15,2025-01-01
횡단보도,2024-11-10 13:22,동호동 191-1 부근,2024-11-15,2025-01-01
기타,2024-11-09 15:52,태전동 940-9 부근,2024-12-24,2025-01-01
횡단보도,2024-11-09 15:51, 관음동 1383-4 부근,2025-01-13,2025-01-01
보도(인도)위,2024-11-09 15:53,산격동 1667 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-08 19:17,관음동 1328 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-08 19:14,관음동 1335 부근,2024-11-15,2025-01-01
횡단보도,2024-11-09 15:52,산격동167 부근,2024-11-15,2025-01-01
횡단보도,2024-11-09 15:45,구암동 801 부근,2024-11-15,2025-01-01
횡단보도,2024-11-12 17:38,읍내동 433-2 부근,2025-01-13,2025-01-01
횡단보도,2024-11-12 10:31,태전동 1237 부근,2024-11-21,2025-01-01
횡단보도,2024-11-12 16:48,태전동 1237 부근,2024-11-21,2025-01-01
횡단보도,2024-11-11 08:30,서변동 1726 부근,2024-11-21,2025-01-01
보도(인도)위,2024-11-09 15:35,노원동1가 339 부근,2024-11-15,2025-01-01
횡단보도,2024-11-12 16:11,노원동 2가 85-4 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-11 17:32,사수동 979 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-11 17:41, 사수동 999 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 14:44,오페라스위첸 철길,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 09:25,대산초등학교,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:22,칠성동 삼성아파트 앞,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 16:13,북부초등학교,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:59,오페라코오롱하늘채 앞,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:36,대구보건대,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:47,칠성동 꽃시장 (아름나라),2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:50,새동산산부인과,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 16:54,동천동회전교차로2,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 14:58,오페라 클래시아,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:37,삼영초등학교,2024-12-04,2025-01-01
주정차 금지구역,2024-11-13 16:38,관천초등학교,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:19,팔달시장역,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 08:59,칠성시장 화재(소방),2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:43,새동산산부인과,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 09:32,오페라 클래시아,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 08:38,칠곡경대병원,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:49,태전중석타운 남편 도로,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 10:21,태전동 중앙시장,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:36,구암동 농협중앙회,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 10:19,칠성시장 화재(소방),2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 08:06,동변공원 사거리,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:03,노원한신더휴 동문,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:07,대구은행 학정로 지점,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:55,동천동 참약국,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 14:53,동변공원 사거리,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 08:18,오페라 클래시아,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 16:54,북부초등학교,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 08:45,오페라트루엘시민의숲,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 10:08,구암동 농협중앙회,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:56,새동산산부인과,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 17:19,노원한신더휴 동문,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:22,오페라센텀파크 남편,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 14:54,대학로13길,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 17:06,대학로13길,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:09,금호서한이다음정문,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:50,침산 화성파크드림,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 14:37,오페라 클래시아,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 12:38,무지개공영주차장 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:29,노원한신더휴 동문,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 17:03,북부초등학교,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 12:50,대학로 파리바게트 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:04,사수동 센스마트,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:41,오페라 클래시아,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 13:19,대학로 파리바게트 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:08,해오름축산물도매센터,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:04,침산 화인탑펠리스,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:50,오페라코오롱하늘채 앞,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 10:22,구암동 농협중앙회,2025-01-02,2025-01-01
주정차 금지구역,2024-11-13 15:30,NC아울렛 앞 사거리,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:17,삼영초등학교,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:45,대구병원네거리,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:26,북부초등학교,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 16:51,새동산산부인과,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:06,사수동 센스마트,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:13,오페라스위첸 철길,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 09:04,복현동 시티병원,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 17:14,대학로 파리바게트 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:04,복현동 시티병원,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 16:55,대학로 파리바게트 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 16:39,서변공영주차장 사거리,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:08,칠곡우방타운 삼거리,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:15,태전중석타운 남편 도로,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 08:08,오페라 클래시아,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 09:36,침산동 본죽,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 13:32,대학로 파리바게트 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:05,칠성시장 화재(소방),2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:06,오페라스위첸 철길,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 08:12,오페라 클래시아,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 16:32,침산 화인탑펠리스,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 14:35,서변공영주차장 사거리,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 16:21,침산동 매일천막 앞,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 17:02,성삼우리신협 앞,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:44,매천화성파크드림정문,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:05,대구보건대,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 09:32,오페라 클래시아,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:15,서변공영주차장 사거리,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:41,칠성시장 화재(소방),2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:04,산격초등학교,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 17:00,노원한신더휴 동문,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:57,칠곡초등학교,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 10:18,칠성동 꽃시장 (아름나라),2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 09:59,칠곡초등학교,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 09:51,침산 화성파크드림,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:16,삼영초등학교,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:48,NC아울렛 앞 사거리,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 17:18,거창식당 앞(칠성시장),2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 11:35,칠성시장 화재(소방),2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:03,태전중석타운 남편 도로,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 17:07,동천동회전교차로1,2025-01-13,2025-01-01
소화전앞,2024-11-13 07:58,삼영초등학교,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:06,침산 화인탑펠리스,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:04,동천동회전교차로1,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 10:40,진성유치원 삼거리,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:41,오페라코오롱하늘채 앞,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:08,장보고식자재마트 사거리,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:07,금정공원(보행자우선거리),2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 14:58,옥산초등학교,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 16:35,오페라 클래시아,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 10:23,동천동 교보문고,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:13,경대북문 건너편,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 09:08,칠성동 꽃시장 (아름나라),2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 16:01,북부초등학교,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:45,서변공영주차장 사거리,2024-12-03,2025-01-01
주정차 금지구역,2024-11-13 15:45,NC아울렛 앞 사거리,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 13:13,무지개공영주차장 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:22,오페라센텀파크 남편,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:20,팔달동 대구수산시장,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:06,칠성시장 화재(소방),2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 16:51,오페라트루엘시민의숲,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:03,칠성동 꽃시장 (아름나라),2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 16:56,영남네오빌아트 후문,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:44,노원동주민센터 사거리,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:54,경대북문 건너편,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:32,금호서한이다음정문,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:07,삼영초등학교,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 09:59,사수동 센스마트,2025-01-13,2025-01-01
어린이 보호구역,2024-11-11 17:24,사수동 778 부근,2024-11-21,2025-01-01
횡단보도,2024-11-12 15:22,침산동 508-47 부근,2025-01-13,2025-01-01
보도(인도)위,2024-11-11 07:31,복현동 539-134 부근,2025-01-13,2025-01-01
횡단보도,2024-11-10 16:19,산격동 1579-2 부근,2024-11-15,2025-01-01
횡단보도,2024-11-12 17:53,매천동 739 부근,2024-11-21,2025-01-01
도로모퉁이,2024-11-11 16:44,서변동 1735 부근,2024-11-21,2025-01-01
보도(인도)위,2024-11-09 19:59,산격동 1216-22 부근,2024-11-15,2025-01-01
횡단보도,2024-11-08 11:21,침산동 123-3 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-09 19:57,산격동 1216-28 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-09 19:57,산격동 1216-28 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-10 07:38,고성동2가 129-1 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-10 07:38,고성동2가 129-1 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-11 19:11,동천동 962-6 부근,2025-01-13,2025-01-01
횡단보도,2024-11-10 07:36,고성동2가 130-17 부근,2024-11-15,2025-01-01
횡단보도,2024-11-10 02:23,산격동 1399-11 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-11 19:46,학정동 953-5 부근,2024-11-21,2025-01-01
횡단보도,2024-11-08 09:21,검단동 887-128 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-08 10:31,태전동 945-11 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-11 19:44,학정동 953-5 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-08 16:16,태전동 945-11 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-11 19:05,침산동 339-11 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-11 19:05,침산동 507-21 부근,2025-01-13,2025-01-01
버스정류장,2024-11-11 18:18,관음동 1241-17 부근,2024-11-21,2025-01-01
횡단보도,2024-11-08 18:17,학정동 946-1 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-08 18:23,학정동 945-23 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-08 18:20,학정동 945-23 부근,2024-11-15,2025-01-01
소화전앞,2024-11-08 18:14,학정동 943-3 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-12 10:23,산격동 1578 부근,2025-01-13,2025-01-01
횡단보도,2024-11-09 15:22,산격동 1672 부근,2025-01-13,2025-01-01
도로모퉁이,2024-11-12 06:23,복현동 420-4 부근,2024-11-21,2025-01-01
횡단보도,2024-11-09 13:44,읍내동 438-3 부근,2024-11-15,2025-01-01
횡단보도,2024-11-09 13:41,태전동 957-12 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-11 11:28,학정동 953-15 부근,2024-11-21,2025-01-01
도로모퉁이,2024-11-08 20:05,칠성동2가 369-1 부근,2025-01-13,2025-01-01
횡단보도,2024-11-11 10:34,학정동 945-23 부근,2025-01-13,2025-01-01
보도(인도)위,2024-11-09 13:36,노원동1가 265-9 부근,2024-11-15,2025-01-01
보도(인도)위,2024-11-09 13:34,태전동 940-6 부근,2024-11-15,2025-01-01
소화전앞,2024-11-12 15:46,침산동 1676 부근,2025-01-13,2025-01-01
횡단보도,2024-11-09 13:29,읍내동 1343-6 부근,2024-11-15,2025-01-01
도로모퉁이,2024-11-08 20:02,칠성동2가 369-1 부근,2024-11-15,2025-01-01
소화전앞,2024-11-12 09:50,동천동 971-5 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:35,태전동 48-3 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 14:54,복현동 동북로57길 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 10:42,노원동3가 팔달북로3길 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:35,칠성동2가 칠성남로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:49,읍내동 구암로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:35,칠성동2가 칠성남로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 16:18,침산동 침산남로31길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 10:31,읍내동 구암로21길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:23,칠성동2가 칠성남로26길 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:40,칠성동2가 칠성남로30길 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:04,동천동 동천로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 11:05,학정동 칠곡중앙대로136길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:27,태전동 칠곡중앙대로52길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:44,칠성동1가 칠성시장로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:36,칠성동1가 칠성남로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:26,칠성동2가 칠성남로38길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:29,칠성동2가 칠성남로 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:13,칠성동2가 칠성남로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:54,읍내동 칠곡중앙대로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 10:25,침산동 원대로 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 11:06,학정동 칠곡중앙대로136길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:47,관음동 칠곡중앙대로91길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:15,칠성동2가 태평로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:30,산격동 동북로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 10:54,읍내동 칠곡중앙대로86길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:55,복현동 동북로57길 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:04,태전동 구암로 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:21,칠성동2가 칠성남로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:59,복현동 공항로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:49,읍내동 구암로15길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:49,읍내동 구암로15길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:55,복현동 동북로57길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 10:56,복현동 경대로19길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 16:45,노원동3가 노원로10길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:25,칠성동2가 태평로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:49,읍내동 구암로 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:29,관음동 관음로 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 14:59,복현동 공항로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:23,칠성동2가 칠성남로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:31,칠성동2가 칠성남로 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:19,칠성동2가 칠성남로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 11:04,동호동 구리로7길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 15:23,칠성동2가 칠성남로26길 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:04,동천동 동천로 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 15:40,동천동 동천로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 10:54,읍내동 칠곡중앙대로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 11:37,학정동 칠곡중앙대로136길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 11:29,노원동3가 노원로10길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 10:55,복현동 경대로19길 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 14:54,복현동 동북로57길 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 07:25,칠성동2가 태평로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:29,태전동 칠곡중앙대로52길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 16:13,침산동 침산로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 07:29,태전동 칠곡중앙대로52길 부근,2025-01-13,2025-01-01
주정차 금지구역,2024-11-13 16:16,침산동 침산로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:31,구암동 태암남로11길 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:59,읍내동 칠곡중앙대로 부근,2024-11-14,2025-01-01
주정차 금지구역,2024-11-13 14:55,복현동 동북로57길 부근,2024-11-14,2025-01-01
